DOR Code,Municipality,County,Year,Population,DOR Income,DOR Income Per Capita,EQV,EQV Per Capita,Opiod Deaths,Democrat,Republican,Unemployment
147,Lancaster,WORCESTER,1/1/2022,"8,082","356,212,000","44,075","1,088,038,600","134,625",0,56.40%,41.10%,3.68
148,Lanesborough,BERKSHIRE,1/1/2022,"2,940","85,047,000","28,928","426,435,400","145,046",0,65.70%,32.20%,4.16
149,Lawrence,ESSEX,1/1/2022,"80,028","1,439,231,000","17,984","5,310,863,600","66,363",72,73.50%,25.20%,9.20
150,Lee,BERKSHIRE,1/1/2022,"5,664","188,035,000","33,198","1,039,758,100","183,573",0,69.60%,28.30%,4.16
151,Leicester,WORCESTER,1/1/2022,"11,341","356,770,000","31,458","1,145,368,600","100,994",2,48.50%,49.30%,4.12
152,Lenox,BERKSHIRE,1/1/2022,"4,944","268,376,000","54,283","1,351,518,200","273,365",0,80.70%,18%,5.36
153,Leominster,WORCESTER,1/1/2022,"41,716","1,270,113,000","30,447","4,405,389,500","105,604",27,57.40%,40.10%,5.04
154,Leverett,FRANKLIN,1/1/2022,"1,837","87,249,000","47,495","291,826,100","158,860",0,86.40%,11.80%,3.75
155,Lexington,MIDDLESEX,1/1/2022,"33,132","6,516,414,000","196,680","13,471,181,900","406,591",3,81.80%,16.70%,3.50
156,Leyden,FRANKLIN,1/1/2022,715,"29,721,000","41,568","95,052,200","132,940",0,66%,31%,1.98
157,Lincoln,MIDDLESEX,1/1/2022,"7,052","1,094,909,000","155,262","2,323,751,900","329,517",0,82.20%,16.10%,3.50
158,Littleton,MIDDLESEX,1/1/2022,"10,227","554,681,000","54,237","2,226,110,600","217,670",1,67.50%,29.80%,3.74
159,Longmeadow,HAMPDEN,1/1/2022,"15,705","1,221,303,000","77,765","2,309,114,600","147,031",0,64.70%,33.70%,3.51
160,Lowell,MIDDLESEX,1/1/2022,"110,997","2,589,681,000","23,331","9,848,176,600","88,725",58,65.80%,32.40%,5.63
161,Ludlow,HAMPDEN,1/1/2022,"21,233","644,575,000","30,357","2,262,713,800","106,566",4,48.10%,50.30%,4.94
162,Lunenburg,WORCESTER,1/1/2022,"11,736","458,091,000","39,033","1,672,175,900","142,483",1,56.20%,41.30%,4.18
163,Lynn,ESSEX,1/1/2022,"94,299","2,178,211,000","23,099","9,814,969,600","104,083",54,69.20%,29.20%,6.03
164,Lynnfield,ESSEX,1/1/2022,"12,999","1,094,455,000","84,195","3,508,636,700","269,916",2,50.60%,48%,3.54
165,Malden,MIDDLESEX,1/1/2022,"60,470","1,860,508,000","30,767","9,209,316,800","152,296",22,74.60%,23.90%,4.91
166,Manchester By The Sea,ESSEX,1/1/2022,"5,434","813,624,000","149,728","2,662,108,600","489,899",0,71.20%,27.10%,3.55
167,Mansfield,BRISTOL,1/1/2022,"24,470","1,205,592,000","49,268","4,294,632,400","175,506",3,62.40%,35.60%,3.90
168,Marblehead,ESSEX,1/1/2022,"20,555","1,951,102,000","94,921","6,959,309,400","338,570",0,71.40%,27%,3.85
169,Marion,PLYMOUTH,1/1/2022,"5,188","338,551,000","65,257","1,895,160,500","365,297",1,64.40%,33.90%,3.96
170,Marlborough,MIDDLESEX,1/1/2022,"39,597","1,529,182,000","38,619","6,865,547,800","173,386",13,65.80%,31.10%,4.05
171,Marshfield,PLYMOUTH,1/1/2022,"25,967","1,334,557,000","51,394","5,504,694,400","211,988",3,55.20%,43%,3.92
172,Mashpee,BARNSTABLE,1/1/2022,"14,229","605,961,000","42,586","5,990,551,100","421,010",3,58.30%,40.10%,4.72
173,Mattapoisett,PLYMOUTH,1/1/2022,"6,401","397,161,000","62,047","1,900,482,600","296,904",0,58.10%,40.40%,4.47
174,Maynard,MIDDLESEX,1/1/2022,"11,336","464,575,000","40,982","1,620,005,500","142,908",3,73.20%,24.90%,3.63
175,Medfield,NORFOLK,1/1/2022,"12,955","1,285,677,000","99,242","2,985,655,000","230,464",0,69%,28.90%,3.67
176,Medford,MIDDLESEX,1/1/2022,"57,341","2,459,618,000","42,895","12,501,964,700","218,028",11,74.20%,24.20%,3.83
177,Medway,NORFOLK,1/1/2022,"13,479","750,663,000","55,691","2,494,179,400","185,042",1,61.40%,35.80%,3.99
178,Melrose,MIDDLESEX,1/1/2022,"28,016","1,581,273,000","56,442","6,208,754,700","221,615",16,72.90%,25.60%,3.61
179,Mendon,WORCESTER,1/1/2022,"6,223","357,009,000","57,369","1,082,278,300","173,916",2,52.30%,45.20%,4.11
180,Merrimac,ESSEX,1/1/2022,"6,960","277,076,000","39,810","966,545,100","138,871",0,58.70%,39.40%,3.58
181,Methuen,ESSEX,1/1/2022,"50,706","1,644,683,000","32,436","6,534,741,900","128,875",11,55.40%,43.20%,5.49
182,Middleborough,PLYMOUTH,1/1/2022,"25,463","763,154,000","29,971","3,078,877,100","120,916",4,45.70%,52.10%,4.75
183,Middlefield,HAMPSHIRE,1/1/2022,534,"9,215,000","17,257","73,050,200","136,798",0,59.80%,37.20%,2.49
184,Middleton,ESSEX,1/1/2022,"10,110","561,437,000","55,533","2,366,454,600","234,071",1,47.30%,51.10%,4.14
185,Milford,WORCESTER,1/1/2022,"29,101","1,006,959,000","34,602","3,913,410,800","134,477",11,60%,38.20%,4.25
186,Millbury,WORCESTER,1/1/2022,"13,947","495,169,000","35,504","1,940,073,800","139,103",0,51.50%,46.10%,4.13
187,Millis,NORFOLK,1/1/2022,"8,310","386,007,000","46,451","1,417,727,000","170,605",2,62.30%,35.70%,4.19
188,Millville,WORCESTER,1/1/2022,"3,257","104,640,000","32,128","337,150,600","103,516",0,44.60%,53%,4.29
189,Milton,NORFOLK,1/1/2022,"27,593","2,084,927,000","75,560","6,817,342,900","247,068",3,73.30%,25.50%,4.19
190,Monroe,FRANKLIN,1/1/2022,115,"1,281,000","11,139","28,214,600","245,344",0,46.70%,51.70%,2.07
191,Monson,HAMPDEN,1/1/2022,"8,787","277,987,000","31,636","853,970,900","97,186",0,47.40%,50.20%,4.58
192,Montague,FRANKLIN,1/1/2022,"8,212","204,439,000","24,895","953,787,100","116,146",7,72.20%,25%,4.94
193,Monterey,BERKSHIRE,1/1/2022,924,"28,584,000","30,935","540,379,700","584,827",0,81.40%,17.30%,3.79
194,Montgomery,HAMPDEN,1/1/2022,866,"34,065,000","39,336","113,997,900","131,637",0,43.70%,55.40%,3.18
195,Mount Washington,BERKSHIRE,1/1/2022,157,"4,364,000","27,796","100,069,300","637,384",0,82.80%,13.10%,2.41
196,Nahant,ESSEX,1/1/2022,"3,513","271,031,000","77,151","1,034,428,700","294,457",1,64.70%,33.90%,3.82
197,Nantucket,NANTUCKET,1/1/2022,"11,399","800,175,000","70,197","26,096,711,600","2,289,386",2,72%,26.30%,4.95
198,Natick,MIDDLESEX,1/1/2022,"36,050","2,337,791,000","64,849","9,500,063,400","263,525",2,75.40%,23.10%,3.41
199,Needham,NORFOLK,1/1/2022,"31,388","3,861,378,000","123,021","11,580,160,100","368,936",3,78.10%,20.50%,3.28
200,New Ashford,BERKSHIRE,1/1/2022,223,"6,874,000","30,825","40,130,500","179,957",0,64.90%,31.80%,2.64
201,New Bedford,BRISTOL,1/1/2022,"95,363","1,831,702,000","19,208","6,947,603,100","72,854",92,61%,37.40%,6.99
202,New Braintree,WORCESTER,1/1/2022,"1,024","41,157,000","40,192","125,454,700","122,514",0,47.80%,50.30%,4.57
203,New Marlborough,BERKSHIRE,1/1/2022,"1,458","54,616,000","37,460","568,276,600","389,764",0,70.70%,27.60%,3.56
204,New Salem,FRANKLIN,1/1/2022,"1,021","26,094,000","25,557","123,679,700","121,136",0,61.90%,35.10%,3.33
205,Newbury,ESSEX,1/1/2022,"7,148","522,355,000","73,077","1,736,208,200","242,894",0,62.60%,35.20%,3.89
206,Newburyport,ESSEX,1/1/2022,"18,289","1,287,058,000","70,373","4,963,974,700","271,419",6,72.40%,25.80%,3.39
207,Newton,MIDDLESEX,1/1/2022,"88,414","13,232,692,000","149,667","34,257,156,100","387,463",13,81.70%,16.90%,3.43
208,Norfolk,NORFOLK,1/1/2022,"12,003","697,665,000","58,124","1,981,383,700","165,074",0,60.20%,38%,3.78
209,North Adams,BERKSHIRE,1/1/2022,"12,730","227,962,000","17,907","801,676,900","62,975",8,71%,27%,6.06
210,North Andover,ESSEX,1/1/2022,"31,188","1,877,723,000","60,207","5,762,245,600","184,758",2,61.70%,36.60%,3.99
211,North Attleborough,BRISTOL,1/1/2022,"29,364","1,242,779,000","42,323","4,386,403,100","149,380",9,55.70%,42.20%,4.05
212,North Brookfield,WORCESTER,1/1/2022,"4,792","133,139,000","27,784","473,064,600","98,720",0,43.60%,54.10%,4.65
213,North Reading,MIDDLESEX,1/1/2022,"15,865","1,018,321,000","64,187","3,607,668,800","227,398",2,56.50%,41.80%,3.75
214,Northampton,HAMPSHIRE,1/1/2022,"28,451","1,115,015,000","39,191","3,915,520,200","137,623",13,87.50%,10.60%,3.47
215,Northborough,WORCESTER,1/1/2022,"15,109","1,117,866,000","73,987","3,297,006,900","218,215",2,67.40%,30.40%,3.98
216,Northbridge,WORCESTER,1/1/2022,"16,679","603,357,000","36,175","1,894,649,500","113,595",1,51.30%,46.20%,4.53
217,Northfield,FRANKLIN,1/1/2022,"2,958","91,709,000","31,004","517,658,400","175,003",0,65.50%,32%,3.50
218,Norton,BRISTOL,1/1/2022,"19,948","771,754,000","38,688","2,900,634,100","145,410",1,53.90%,43.80%,4.47
219,Norwell,PLYMOUTH,1/1/2022,"11,153","1,121,323,000","100,540","2,967,834,000","266,102",0,58.50%,40%,4.04
220,Norwood,NORFOLK,1/1/2022,"29,725","1,322,069,000","44,477","6,194,416,300","208,391",4,64.50%,33.70%,4.35
221,Oak Bluffs,DUKES,1/1/2022,"4,667","136,968,000","29,348","3,630,614,100","777,933",5,75.50%,22.90%,4.00
222,Oakham,WORCESTER,1/1/2022,"1,957","67,309,000","34,394","239,239,000","122,248",0,44.20%,53%,4.50
223,Orange,FRANKLIN,1/1/2022,"7,582","162,611,000","21,447","620,932,600","81,896",3,52.30%,44.90%,5.20
224,Orleans,BARNSTABLE,1/1/2022,"5,788","327,281,000","56,545","4,515,570,600","780,161",0,68.10%,30.50%,4.02
225,Otis,BERKSHIRE,1/1/2022,"1,539","54,100,000","35,153","659,119,700","428,278",1,54.60%,43.50%,4.19
226,Oxford,WORCESTER,1/1/2022,"14,009","438,659,000","31,313","1,570,978,000","112,141",3,47.50%,50%,4.18
227,Palmer,HAMPDEN,1/1/2022,"12,232","357,620,000","29,236","1,017,230,700","83,161",6,47.90%,50%,5.77
228,Paxton,WORCESTER,1/1/2022,"4,963","211,970,000","42,710","607,020,400","122,309",1,55.10%,43.10%,3.58
229,Peabody,ESSEX,1/1/2022,"53,070","1,853,537,000","34,926","9,078,660,600","171,070",11,56.20%,42.40%,4.40
230,Pelham,HAMPSHIRE,1/1/2022,"1,313","50,850,000","38,728","189,643,300","144,435",0,88.60%,9.80%,3.50
231,Pembroke,PLYMOUTH,1/1/2022,"18,509","811,818,000","43,861","3,116,738,700","168,390",2,52.50%,45.50%,4.19
232,Pepperell,MIDDLESEX,1/1/2022,"12,114","472,844,000","39,033","1,488,119,500","122,843",0,53.20%,44.30%,3.60
233,Peru,BERKSHIRE,1/1/2022,834,"17,045,000","20,438","100,581,000","120,601",0,56.30%,40.70%,3.99
234,Petersham,WORCESTER,1/1/2022,"1,250","43,109,000","34,487","168,293,700","134,635",0,60.70%,36.90%,4.20
235,Phillipston,WORCESTER,1/1/2022,"1,746","53,220,000","30,481","225,116,800","128,933",1,42.50%,55.50%,3.62
236,Pittsfield,BERKSHIRE,1/1/2022,"42,142","1,208,297,000","28,672","3,828,682,400","90,852",38,74.90%,23%,5.65
237,Plainfield,HAMPSHIRE,1/1/2022,661,"17,152,000","25,949","98,187,300","148,544",0,71.50%,26.20%,3.74
238,Plainville,NORFOLK,1/1/2022,"9,293","413,440,000","44,489","1,692,502,300","182,127",1,54.90%,42.50%,3.93
239,Plymouth,PLYMOUTH,1/1/2022,"61,528","2,395,890,000","38,940","12,163,150,000","197,685",14,57.10%,41%,4.43
240,Plympton,PLYMOUTH,1/1/2022,"2,987","122,480,000","41,004","591,177,800","197,917",0,50.20%,47.60%,4.69
241,Princeton,WORCESTER,1/1/2022,"3,488","201,570,000","57,790","591,085,900","169,463",0,59.80%,38.30%,3.57
242,Provincetown,BARNSTABLE,1/1/2022,"2,961","181,534,000","61,308","3,620,873,900","1,222,855",0,92.40%,7%,8.28
243,Quincy,NORFOLK,1/1/2022,"94,470","3,623,776,000","38,359","18,377,975,900","194,538",27,66.70%,31.70%,4.62
244,Randolph,NORFOLK,1/1/2022,"34,362","999,298,000","29,081","4,234,173,100","123,223",12,78.60%,20.30%,5.63
245,Raynham,BRISTOL,1/1/2022,"14,470","608,974,000","42,085","2,528,923,600","174,770",2,49.70%,48.40%,4.69
246,Reading,MIDDLESEX,1/1/2022,"25,400","1,682,759,000","66,250","5,817,458,000","229,034",3,66%,32.40%,3.54
247,Rehoboth,BRISTOL,1/1/2022,"12,385","625,370,000","50,494","2,137,328,300","172,574",2,46.20%,51.80%,3.80
248,Revere,SUFFOLK,1/1/2022,"53,073","1,448,160,000","27,286","7,759,126,900","146,197",21,64.10%,34.70%,5.37
249,Richmond,BERKSHIRE,1/1/2022,"1,416","71,144,000","50,243","441,224,400","311,599",0,78.50%,20.40%,3.28
250,Rochester,PLYMOUTH,1/1/2022,"5,687","250,809,000","44,102","1,099,776,900","193,384",2,46.10%,52.10%,3.88
251,Rockland,PLYMOUTH,1/1/2022,"17,986","582,172,000","32,368","2,402,334,500","133,567",7,54.30%,43.60%,4.59
252,Rockport,ESSEX,1/1/2022,"7,282","362,060,000","49,720","2,475,141,900","339,899",1,73.40%,24.90%,4.38
253,Rowe,FRANKLIN,1/1/2022,389,"11,397,000","29,298","520,263,200","1,337,438",1,56.90%,42.30%,5.47
254,Rowley,ESSEX,1/1/2022,"6,473","311,397,000","48,107","1,201,949,600","185,687",1,51.90%,46.20%,3.77
255,Royalston,WORCESTER,1/1/2022,"1,277","32,005,000","25,063","148,156,600","116,019",0,51.70%,45.70%,4.00
256,Russell,HAMPDEN,1/1/2022,"1,792","45,829,000","25,574","159,385,000","88,943",0,37.70%,58.80%,4.47
257,Rutland,WORCESTER,1/1/2022,"8,938","335,604,000","37,548","1,039,229,400","116,271",2,49.70%,47.20%,4.02
258,Salem,ESSEX,1/1/2022,"43,226","1,448,792,000","33,517","6,641,110,700","153,637",38,75.40%,22.80%,5.07
259,Salisbury,ESSEX,1/1/2022,"9,534","298,342,000","31,292","2,004,195,100","210,216",1,51.30%,46.90%,4.25
260,Sandisfield,BERKSHIRE,1/1/2022,891,"19,703,000","22,113","239,836,800","269,177",0,59.60%,39.10%,4.24
261,Sandwich,BARNSTABLE,1/1/2022,"20,169","906,417,000","44,941","4,979,931,300","246,910",3,55%,43.30%,3.98
262,Saugus,ESSEX,1/1/2022,"28,361","1,034,333,000","36,470","5,498,717,200","193,883",6,50.60%,48.10%,4.99
263,Savoy,BERKSHIRE,1/1/2022,675,"19,636,000","29,090","75,889,600","112,429",0,56.80%,40.50%,4.73
264,Scituate,PLYMOUTH,1/1/2022,"18,924","1,332,356,000","70,406","5,194,149,500","274,474",2,63.90%,34.30%,3.98
265,Seekonk,BRISTOL,1/1/2022,"15,770","618,950,000","39,249","2,729,356,900","173,073",2,53.70%,44.60%,3.96
266,Sharon,NORFOLK,1/1/2022,"18,895","1,281,286,000","67,811","3,961,784,600","209,674",0,75.80%,22.50%,3.50
267,Sheffield,BERKSHIRE,1/1/2022,"3,129","118,093,000","37,741","717,578,800","229,332",0,71.50%,26.80%,3.59
268,Shelburne,FRANKLIN,1/1/2022,"1,837","42,606,665","23,194","308,015,300","167,673",0,79.10%,18.10%,3.47
269,Sherborn,MIDDLESEX,1/1/2022,"4,335","922,729,000","212,856","1,380,482,500","318,450",0,77.50%,19.60%,3.29
270,Shirley,MIDDLESEX,1/1/2022,"7,636","223,411,000","29,258","778,088,400","101,897",0,57%,40.60%,4.47
271,Shrewsbury,WORCESTER,1/1/2022,"38,526","2,314,738,000","60,082","6,818,364,500","176,981",3,64.40%,33.80%,3.77
272,Shutesbury,FRANKLIN,1/1/2022,"1,754","50,309,000","28,682","243,958,800","139,087",0,87.20%,10.90%,2.81
273,Somerset,BRISTOL,1/1/2022,"18,129","596,046,000","32,878","2,395,477,400","132,135",2,52.40%,46%,4.60
274,Somerville,MIDDLESEX,1/1/2022,"81,360","3,842,650,000","47,230","19,987,384,600","245,666",18,88.10%,10.30%,3.40
275,South Hadley,HAMPSHIRE,1/1/2022,"17,625","583,161,000","33,087","1,745,214,700","99,019",0,65.80%,32.20%,4.31
276,Southampton,HAMPSHIRE,1/1/2022,"6,171","257,987,000","41,806","841,345,200","136,339",0,53.90%,43.80%,3.51
277,Southborough,WORCESTER,1/1/2022,"10,208","1,258,344,000","123,270","2,780,408,500","272,375",1,70.10%,27.80%,3.62
278,Southbridge,WORCESTER,1/1/2022,"16,878","369,253,000","21,878","1,200,715,500","71,141",11,56.40%,41.80%,6.73
279,Southwick,HAMPDEN,1/1/2022,"9,740","366,263,000","37,604","1,204,413,300","123,656",4,41.30%,56.40%,4.32
280,Spencer,WORCESTER,1/1/2022,"11,935","345,229,000","28,926","1,231,722,600","103,203",2,46.70%,51.20%,5.22
281,Springfield,HAMPDEN,1/1/2022,"153,606","2,520,011,000","16,406","9,395,931,000","61,169",122,72.60%,26%,8.33
282,Sterling,WORCESTER,1/1/2022,"8,174","392,721,000","48,045","1,256,274,900","153,692",3,52.20%,45.30%,4.11
283,Stockbridge,BERKSHIRE,1/1/2022,"1,890","79,869,000","42,259","951,374,700","503,373",0,80.90%,17.50%,4.21
284,Stoneham,MIDDLESEX,1/1/2022,"24,126","1,077,411,000","44,658","4,676,207,700","193,824",3,60.80%,37.80%,3.81
285,Stoughton,NORFOLK,1/1/2022,"28,915","1,002,081,000","34,656","4,681,174,300","161,894",6,65.60%,32.70%,4.78
286,Stow,MIDDLESEX,1/1/2022,"7,234","516,842,000","71,446","1,445,144,700","199,771",0,71.90%,25.40%,3.32
287,Sturbridge,WORCESTER,1/1/2022,"9,597","470,345,000","49,010","1,458,329,400","151,957",1,56.30%,41.10%,4.29
288,Sudbury,MIDDLESEX,1/1/2022,"19,655","2,367,954,000","120,476","5,131,906,400","261,099",1,76.20%,21.90%,3.37
289,Sunderland,FRANKLIN,1/1/2022,"3,629","112,190,000","30,915","388,097,600","106,943",1,77.70%,20%,3.14
290,Sutton,WORCESTER,1/1/2022,"9,582","538,377,000","56,186","1,666,618,900","173,932",0,49.10%,49.10%,3.74
291,Swampscott,ESSEX,1/1/2022,"15,298","1,090,111,000","71,258","3,428,507,500","224,115",2,71.90%,26.80%,3.86
292,Swansea,BRISTOL,1/1/2022,"16,834","586,915,000","34,865","2,431,716,500","144,453",2,47.30%,51.10%,4.10
293,Taunton,BRISTOL,1/1/2022,"57,464","1,560,040,000","27,148","6,152,158,200","107,061",28,56%,42%,5.63
294,Templeton,WORCESTER,1/1/2022,"8,138","224,581,000","27,597","731,826,100","89,927",3,46.10%,51.10%,4.67
295,Tewksbury,MIDDLESEX,1/1/2022,"31,178","1,342,147,000","43,048","5,637,921,800","180,830",7,52%,46.30%,3.92
296,Tisbury,DUKES,1/1/2022,"4,096","100,614,670","24,564","3,224,394,300","787,206",1,78.70%,19.20%,5.59
297,Tolland,HAMPDEN,1/1/2022,508,"13,345,000","26,270","196,506,400","386,824",0,41.60%,56.90%,2.74
298,Topsfield,ESSEX,1/1/2022,"6,641","538,204,000","81,043","1,512,746,600","227,789",0,57.70%,40.30%,3.25
299,Townsend,MIDDLESEX,1/1/2022,"9,506","332,630,000","34,992","1,028,137,100","108,157",1,49.30%,48.30%,4.09
300,Truro,BARNSTABLE,1/1/2022,"2,008","99,760,000","49,681","2,485,412,200","1,237,755",0,79.10%,19.30%,6.13
301,Tyngsborough,MIDDLESEX,1/1/2022,"12,527","548,481,000","43,784","1,879,305,900","150,020",1,53.50%,44.70%,4.08
302,Tyringham,BERKSHIRE,1/1/2022,312,"8,440,000","27,051","214,764,900","688,349",0,75.20%,23.20%,3.61
303,Upton,WORCESTER,1/1/2022,"8,065","444,595,000","55,126","1,323,346,500","164,085",1,60.10%,38%,3.86
304,Uxbridge,WORCESTER,1/1/2022,"14,195","539,251,000","37,989","2,020,830,200","142,362",4,50.10%,47.40%,4.14
305,Wakefield,MIDDLESEX,1/1/2022,"27,045","1,383,218,000","51,145","5,733,498,000","211,998",4,61.80%,36.60%,3.73
306,Wales,HAMPDEN,1/1/2022,"1,874","44,967,000","23,995","184,036,100","98,205",0,39.80%,57.10%,5.53
307,Walpole,NORFOLK,1/1/2022,"25,200","1,489,289,000","59,099","5,276,015,500","209,366",1,58.90%,39%,4.04
308,Waltham,MIDDLESEX,1/1/2022,"62,495","2,565,949,000","41,058","15,280,634,600","244,510",14,70.90%,27.20%,3.93
309,Ware,HAMPSHIRE,1/1/2022,"9,711","238,558,000","24,566","812,035,400","83,620",3,47.50%,49.70%,5.22
310,Wareham,PLYMOUTH,1/1/2022,"22,745","621,314,000","27,317","4,129,275,400","181,547",23,54.10%,43.60%,5.26
311,Warren,WORCESTER,1/1/2022,"5,222","106,084,000","20,315","430,289,400","82,399",2,44.30%,53.20%,5.17
312,Warwick,FRANKLIN,1/1/2022,769,"18,360,000","23,875","82,405,000","107,159",0,65.70%,30.70%,3.07
313,Washington,BERKSHIRE,1/1/2022,541,"16,676,000","30,824","85,907,800","158,794",0,69%,30.70%,3.07
314,Watertown,MIDDLESEX,1/1/2022,"35,939","1,747,797,000","48,632","9,830,970,500","273,546",3,78.20%,20%,3.32
315,Wayland,MIDDLESEX,1/1/2022,"13,835","2,078,745,000","150,253","4,238,747,600","306,379",0,79.30%,18.50%,3.49
316,Webster,WORCESTER,1/1/2022,"16,949","486,392,000","28,697","1,844,205,900","108,809",10,48.90%,48.90%,5.90
317,Wellesley,NORFOLK,1/1/2022,"28,670","6,319,792,000","220,432","13,524,019,800","471,713",0,77.80%,20.70%,3.87
318,Wellfleet,BARNSTABLE,1/1/2022,"2,724","136,003,000","49,928","2,661,294,900","976,981",1,78.50%,19.90%,5.74
319,Wendell,FRANKLIN,1/1/2022,878,"18,340,000","20,888","102,149,000","116,343",0,79.20%,17.20%,4.74
320,Wenham,ESSEX,1/1/2022,"5,278","406,019,000","76,927","946,329,400","179,297",0,68%,29.50%,3.60
321,West Boylston,WORCESTER,1/1/2022,"8,077","296,311,000","36,686","1,080,272,600","133,747",1,58.40%,39.20%,4.72
322,West Bridgewater,PLYMOUTH,1/1/2022,"7,281","291,106,000","39,982","1,379,056,200","189,405",1,48.30%,49.40%,4.26
323,West Brookfield,WORCESTER,1/1/2022,"3,727","151,648,000","40,689","440,792,400","118,270",0,49.10%,48.70%,4.69
324,West Newbury,ESSEX,1/1/2022,"4,714","334,092,000","70,872","1,027,055,700","217,874",0,54.50%,43.50%,3.11
325,West Springfield,HAMPDEN,1/1/2022,"28,517","812,204,000","28,481","2,966,876,100","104,039",14,53.10%,45%,4.95
326,West Stockbridge,BERKSHIRE,1/1/2022,"1,257","58,062,000","46,191","410,234,100","326,360",0,81.10%,17%,3.40
327,West Tisbury,DUKES,1/1/2022,"2,904","121,881,000","41,970","3,002,267,300","1,033,839",0,83.80%,14.80%,2.89
328,Westborough,WORCESTER,1/1/2022,"19,144","1,230,861,000","64,295","4,556,141,700","237,993",0,71.60%,26.30%,3.57
329,Westfield,HAMPDEN,1/1/2022,"41,204","1,174,751,000","28,511","3,606,467,600","87,527",11,49.40%,48%,4.74
330,Westford,MIDDLESEX,1/1/2022,"24,817","1,568,422,000","63,200","5,161,061,500","207,965",1,67.10%,30.80%,3.57
331,Westhampton,HAMPSHIRE,1/1/2022,"1,637","76,201,000","46,549","250,696,200","153,144",2,70%,28.10%,3.55
332,Westminster,WORCESTER,1/1/2022,"7,997","318,896,000","39,877","1,117,484,000","139,738",2,50.40%,47.10%,3.81
333,Weston,MIDDLESEX,1/1/2022,"12,124","4,296,594,000","354,387","6,765,132,800","557,995",0,73%,24.60%,3.08
334,Westport,BRISTOL,1/1/2022,"16,034","734,227,000","45,792","3,742,770,600","233,427",4,50.20%,48.20%,4.91
335,Westwood,NORFOLK,1/1/2022,"16,400","1,934,818,000","117,977","5,214,138,300","317,935",0,65.30%,32.90%,3.36
336,Weymouth,NORFOLK,1/1/2022,"57,746","2,157,281,000","37,358","9,358,057,000","162,056",42,60%,38.30%,4.55
337,Whately,FRANKLIN,1/1/2022,"1,567","39,229,000","25,034","288,556,600","184,146",0,67.60%,30.10%,2.25
338,Whitman,PLYMOUTH,1/1/2022,"15,216","504,242,000","33,139","1,882,778,200","123,737",3,52.20%,45.50%,4.58
339,Wilbraham,HAMPDEN,1/1/2022,"14,689","741,368,000","50,471","1,874,892,200","127,639",0,52.70%,45.50%,4.10
340,Williamsburg,HAMPSHIRE,1/1/2022,"2,466","72,151,008","29,258","330,724,800","134,114",0,79.60%,18.60%,3.86
341,Williamstown,BERKSHIRE,1/1/2022,"7,434","290,750,000","39,111","1,054,809,700","141,890",1,85.30%,13.50%,4.13
342,Wilmington,MIDDLESEX,1/1/2022,"23,445","1,263,191,000","53,879","5,340,168,500","227,774",4,54.40%,43.80%,3.94
343,Winchendon,WORCESTER,1/1/2022,"10,905","252,699,000","23,173","825,187,100","75,671",4,45%,51.70%,4.43
344,Winchester,MIDDLESEX,1/1/2022,"22,799","2,901,678,000","127,272","8,680,662,000","380,747",4,70.60%,27.50%,3.45
345,Windsor,BERKSHIRE,1/1/2022,866,"24,509,000","28,301","123,292,600","142,370",0,64.10%,34.70%,3.19
346,Winthrop,SUFFOLK,1/1/2022,"18,544","702,830,000","37,901","2,870,648,300","154,802",2,61.30%,37.10%,4.37
347,Woburn,MIDDLESEX,1/1/2022,"40,228","1,743,936,000","43,351","9,226,467,200","229,354",10,60.50%,38%,4.07
348,Worcester,WORCESTER,1/1/2022,"185,428","4,447,781,000","23,987","15,426,121,200","83,192",168,68.30%,29.90%,5.48
349,Worthington,HAMPSHIRE,1/1/2022,"1,175","35,227,000","29,980","182,949,300","155,702",0,65.80%,31.20%,3.79
350,Wrentham,NORFOLK,1/1/2022,"12,023","671,446,000","55,847","2,481,220,700","206,373",2,54.80%,43%,3.84
351,Yarmouth,BARNSTABLE,1/1/2022,"23,203","826,835,000","35,635","6,880,187,700","296,521",3,59.20%,39.10%,4.95
1,Abington,PLYMOUTH,1/1/2023,"17,062","645,765,000","37,848","2,379,458,500","139,460",4,53.90%,44.10%,3.40
2,Acton,MIDDLESEX,1/1/2023,"24,021","1,733,168,000","72,152","4,940,912,200","205,691",2,80.30%,17.80%,3.00
3,Acushnet,BRISTOL,1/1/2023,"10,559","376,411,000","35,648","1,346,443,900","127,516",2,43.70%,54.70%,3.80
4,Adams,BERKSHIRE,1/1/2023,"8,166","191,139,000","23,407","549,332,800","67,271",2,65.20%,32.20%,3.80
5,Agawam,HAMPDEN,1/1/2023,"28,692","893,064,000","31,126","3,286,756,800","114,553",4,48.30%,50.10%,2.90
6,Alford,BERKSHIRE,1/1/2023,486,"16,412,000","33,770","279,886,100","575,897",0,83.90%,15.50%,1.70
7,Amesbury,ESSEX,1/1/2023,"17,366","714,427,000","41,139","2,652,855,600","152,761",1,65.60%,32.20%,2.80
8,Amherst,HAMPSHIRE,1/1/2023,"39,263","763,306,000","19,441","2,727,618,700","69,470",2,90.70%,7.50%,3.90
9,Andover,ESSEX,1/1/2023,"36,569","3,191,831,000","87,282","9,328,654,100","255,097",1,66.60%,31.70%,2.90
